code,description,last_updated
V039,Unspecified whether traffic or nontraffic accident,2025-09-12
V04,,2025-09-12
V040,Nontraffic accident,2025-09-12
V041,Traffic accident,2025-09-12
V049,Unspecified whether traffic or nontraffic accident,2025-09-12
V05,,2025-09-12
V050,Nontraffic accident,2025-09-12
V051,Traffic accident,2025-09-12
V059,Unspecified whether traffic or nontraffic accident,2025-09-12
V06,,2025-09-12
V060,Nontraffic accident,2025-09-12
V061,Traffic accident,2025-09-12
V069,Unspecified whether traffic or nontraffic accident,2025-09-12
V09,,2025-09-12
V090,Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles,2025-09-12
V091,Pedestrian injured in unspecified nontraffic accident,2025-09-12
V092,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,2025-09-12
V093,Pedestrian injured in unspecified traffic accident,2025-09-12
V099,Pedestrian injured in unspecified transport accident,2025-09-12
V10,,2025-09-12
V100,Driver injured in nontraffic accident,2025-09-12
V101,Passenger injured in nontraffic accident,2025-09-12
V102,Unspecified pedal cyclist injured in nontraffic accident,2025-09-12
V103,Person injured while boarding or alighting,2025-09-12
V104,Driver injured in traffic accident,2025-09-12
V105,Passenger injured in traffic accident,2025-09-12
V109,Unspecified pedal cyclist injured in traffic accident,2025-09-12
V11,,2025-09-12
V110,Driver injured in nontraffic accident,2025-09-12
V111,Passenger injured in nontraffic accident,2025-09-12
V112,Unspecified pedal cyclist injured in nontraffic accident,2025-09-12
V113,Person injured while boarding or alighting,2025-09-12
V114,Driver injured in traffic accident,2025-09-12
V115,Passenger injured in traffic accident,2025-09-12
V119,Unspecified pedal cyclist injured in traffic accident,2025-09-12
V12,,2025-09-12
V120,Driver injured in nontraffic accident,2025-09-12
V121,Passenger injured in nontraffic accident,2025-09-12
V122,Unspecified pedal cyclist injured in nontraffic accident,2025-09-12
V123,Person injured while boarding or alighting,2025-09-12
V124,Driver injured in traffic accident,2025-09-12
V125,Passenger injured in traffic accident,2025-09-12
V129,Unspecified pedal cyclist injured in traffic accident,2025-09-12
V13,,2025-09-12
V130,Driver injured in nontraffic accident,2025-09-12
V131,Passenger injured in nontraffic accident,2025-09-12
V132,Unspecified pedal cyclist injured in nontraffic accident,2025-09-12
V133,Person injured while boarding or alighting,2025-09-12
V134,Driver injured in traffic accident,2025-09-12
V135,Passenger injured in traffic accident,2025-09-12
V139,Unspecified pedal cyclist injured in traffic accident,2025-09-12
V14,,2025-09-12
V140,Driver injured in nontraffic accident,2025-09-12
V141,Passenger injured in nontraffic accident,2025-09-12
V142,Unspecified pedal cyclist injured in nontraffic accident,2025-09-12
V143,Person injured while boarding or alighting,2025-09-12
V144,Driver injured in traffic accident,2025-09-12
V145,Passenger injured in traffic accident,2025-09-12
V149,Unspecified pedal cyclist injured in traffic accident,2025-09-12
V15,,2025-09-12
V150,Driver injured in nontraffic accident,2025-09-12
V151,Passenger injured in nontraffic accident,2025-09-12
V152,Unspecified pedal cyclist injured in nontraffic accident,2025-09-12
V153,Person injured while boarding or alighting,2025-09-12
V154,Driver injured in traffic accident,2025-09-12
V155,Passenger injured in traffic accident,2025-09-12
V159,Unspecified pedal cyclist injured in traffic accident,2025-09-12
V16,,2025-09-12
V160,Driver injured in nontraffic accident,2025-09-12
V161,Passenger injured in nontraffic accident,2025-09-12
V162,Unspecified pedal cyclist injured in nontraffic accident,2025-09-12
V163,Person injured while boarding or alighting,2025-09-12
V164,Driver injured in traffic accident,2025-09-12
V165,Passenger injured in traffic accident,2025-09-12
V169,Unspecified pedal cyclist injured in traffic accident,2025-09-12
V17,,2025-09-12
V170,Driver injured in nontraffic accident,2025-09-12
V171,Passenger injured in nontraffic accident,2025-09-12
V172,Unspecified pedal cyclist injured in nontraffic accident,2025-09-12
V173,Person injured while boarding or alighting,2025-09-12
V174,Driver injured in traffic accident,2025-09-12
V175,Passenger injured in traffic accident,2025-09-12
V179,Unspecified pedal cyclist injured in traffic accident,2025-09-12
V18,,2025-09-12
V180,Driver injured in nontraffic accident,2025-09-12
V181,Passenger injured in nontraffic accident,2025-09-12
V182,Unspecified pedal cyclist injured in nontraffic accident,2025-09-12
V183,Person injured while boarding or alighting,2025-09-12
V184,Driver injured in traffic accident,2025-09-12
V185,Passenger injured in traffic accident,2025-09-12
V189,Unspecified pedal cyclist injured in traffic accident,2025-09-12
V19,,2025-09-12
V190,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,2025-09-12
V191,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,2025-09-12
V192,Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in nontraffic accident,2025-09-12
V193,Pedal cyclist [any] injured in unspecified nontraffic accident,2025-09-12
V194,Driver injured in collision with other and unspecified motor vehicles in traffic accident,2025-09-12
V195,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,2025-09-12
V196,Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident,2025-09-12
V198,Pedal cyclist [any] injured in other specified transport accidents,2025-09-12
V199,Pedal cyclist [any] injured in unspecified traffic accident,2025-09-12
V20,,2025-09-12
V200,Driver injured in nontraffic accident,2025-09-12
V201,Passenger injured in nontraffic accident,2025-09-12
V202,Unspecified motorcycle rider injured in nontraffic accident,2025-09-12
V203,Person injured while boarding or alighting,2025-09-12
V204,Driver injured in traffic accident,2025-09-12
V205,Passenger injured in traffic accident,2025-09-12
V209,Unspecified motorcycle rider injured in traffic accident,2025-09-12
V21,,2025-09-12
V210,Driver injured in nontraffic accident,2025-09-12
V211,Passenger injured in nontraffic accident,2025-09-12
V212,Unspecified motorcycle rider injured in nontraffic accident,2025-09-12
V213,Person injured while boarding or alighting,2025-09-12
V214,Driver injured in traffic accident,2025-09-12
V215,Passenger injured in traffic accident,2025-09-12
V219,Unspecified motorcycle rider injured in traffic accident,2025-09-12
V22,,2025-09-12
V220,Driver injured in nontraffic accident,2025-09-12
V221,Passenger injured in nontraffic accident,2025-09-12
V222,Unspecified motorcycle rider injured in nontraffic accident,2025-09-12
V223,Person injured while boarding or alighting,2025-09-12
V224,Driver injured in traffic accident,2025-09-12
V225,Passenger injured in traffic accident,2025-09-12
V229,Unspecified motorcycle rider injured in traffic accident,2025-09-12
V23,,2025-09-12
V230,Driver injured in nontraffic accident,2025-09-12
V231,Passenger injured in nontraffic accident,2025-09-12
V232,Unspecified motorcycle rider injured in nontraffic accident,2025-09-12
V233,Person injured while boarding or alighting,2025-09-12
V234,Driver injured in traffic accident,2025-09-12
V235,Passenger injured in traffic accident,2025-09-12
V239,Unspecified motorcycle rider injured in traffic accident,2025-09-12
V24,,2025-09-12
V240,Driver injured in nontraffic accident,2025-09-12
V241,Passenger injured in nontraffic accident,2025-09-12
V242,Unspecified motorcycle rider injured in nontraffic accident,2025-09-12
V243,Person injured while boarding or alighting,2025-09-12
V244,Driver injured in traffic accident,2025-09-12
V245,Passenger injured in traffic accident,2025-09-12
V249,Unspecified motorcycle rider injured in traffic accident,2025-09-12
V25,,2025-09-12
V250,Driver injured in nontraffic accident,2025-09-12
V251,Passenger injured in nontraffic accident,2025-09-12
V252,Unspecified motorcycle rider injured in nontraffic accident,2025-09-12
V253,Person injured while boarding or alighting,2025-09-12
V254,Driver injured in traffic accident,2025-09-12
V255,Passenger injured in traffic accident,2025-09-12
V259,Unspecified motorcycle rider injured in traffic accident,2025-09-12
V26,,2025-09-12
V260,Driver injured in nontraffic accident,2025-09-12
V261,Passenger injured in nontraffic accident,2025-09-12
V262,Unspecified motorcycle rider injured in nontraffic accident,2025-09-12
V263,Person injured while boarding or alighting,2025-09-12
V264,Driver injured in traffic accident,2025-09-12
V265,Passenger injured in traffic accident,2025-09-12
V269,Unspecified motorcycle rider injured in traffic accident,2025-09-12
V27,,2025-09-12
V270,Driver injured in nontraffic accident,2025-09-12
V271,Passenger injured in nontraffic accident,2025-09-12
V272,Unspecified motorcycle rider injured in nontraffic accident,2025-09-12
V273,Person injured while boarding or alighting,2025-09-12
V274,Driver injured in traffic accident,2025-09-12
V275,Passenger injured in traffic accident,2025-09-12
V279,Unspecified motorcycle rider injured in traffic accident,2025-09-12
V28,,2025-09-12
V280,Driver injured in nontraffic accident,2025-09-12
V281,Passenger injured in nontraffic accident,2025-09-12
V282,Unspecified motorcycle rider injured in nontraffic accident,2025-09-12
V283,Person injured while boarding or alighting,2025-09-12
V284,Driver injured in traffic accident,2025-09-12
V285,Passenger injured in traffic accident,2025-09-12
V289,Unspecified motorcycle rider injured in traffic accident,2025-09-12
V29,,2025-09-12
V290,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,2025-09-12
V291,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,2025-09-12
V292,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in nontraffic accident,2025-09-12
V293,Motorcycle rider [any] injured in unspecified nontraffic accident,2025-09-12
V294,Driver injured in collision with other and unspecified motor vehicles in traffic accident,2025-09-12
V295,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,2025-09-12
V296,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident,2025-09-12
V298,Motorcycle rider [any] injured in other specified transport accidents,2025-09-12
V299,Motorcycle rider [any] injured in unspecified traffic accident,2025-09-12
V30,,2025-09-12
V300,Driver injured in nontraffic accident,2025-09-12
V301,Passenger injured in nontraffic accident,2025-09-12
V302,Person on outside of vehicle injured in nontraffic accident,2025-09-12
V303,Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident,2025-09-12
V304,Person injured while boarding or alighting,2025-09-12
V305,Driver injured in traffic accident,2025-09-12
V306,Passenger injured in traffic accident,2025-09-12
V307,Person on outside of vehicle injured in traffic accident,2025-09-12
V309,Unspecified occupant of three-wheeled motor vehicle injured in traffic accident,2025-09-12
V31,,2025-09-12
V310,Driver injured in nontraffic accident,2025-09-12
V311,Passenger injured in nontraffic accident,2025-09-12
V312,Person on outside of vehicle injured in nontraffic accident,2025-09-12
V313,Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident,2025-09-12
V314,Person injured while boarding or alighting,2025-09-12
V315,Driver injured in traffic accident,2025-09-12
V316,Passenger injured in traffic accident,2025-09-12
V317,Person on outside of vehicle injured in traffic accident,2025-09-12
V319,Unspecified occupant of three-wheeled motor vehicle injured in traffic accident,2025-09-12
V32,,2025-09-12
V320,Driver injured in nontraffic accident,2025-09-12
V321,Passenger injured in nontraffic accident,2025-09-12
V322,Person on outside of vehicle injured in nontraffic accident,2025-09-12
V323,Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident,2025-09-12
V324,Person injured while boarding or alighting,2025-09-12
V325,Driver injured in traffic accident,2025-09-12
V326,Passenger injured in traffic accident,2025-09-12
V327,Person on outside of vehicle injured in traffic accident,2025-09-12
V329,Unspecified occupant of three-wheeled motor vehicle injured in traffic accident,2025-09-12
V33,,2025-09-12
V330,Driver injured in nontraffic accident,2025-09-12
V331,Passenger injured in nontraffic accident,2025-09-12
V332,Person on outside of vehicle injured in nontraffic accident,2025-09-12
V333,Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident,2025-09-12
V334,Person injured while boarding or alighting,2025-09-12
V335,Driver injured in traffic accident,2025-09-12
V336,Passenger injured in traffic accident,2025-09-12
V337,Person on outside of vehicle injured in traffic accident,2025-09-12
V339,Unspecified occupant of three-wheeled motor vehicle injured in traffic accident,2025-09-12
V34,,2025-09-12
V340,Driver injured in nontraffic accident,2025-09-12
V341,Passenger injured in nontraffic accident,2025-09-12
V342,Person on outside of vehicle injured in nontraffic accident,2025-09-12
V343,Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident,2025-09-12
V344,Person injured while boarding or alighting,2025-09-12
V345,Driver injured in traffic accident,2025-09-12
V346,Passenger injured in traffic accident,2025-09-12
V347,Person on outside of vehicle injured in traffic accident,2025-09-12
V349,Unspecified occupant of three-wheeled motor vehicle injured in traffic accident,2025-09-12
V35,,2025-09-12
V350,Driver injured in nontraffic accident,2025-09-12
V351,Passenger injured in nontraffic accident,2025-09-12
V352,Person on outside of vehicle injured in nontraffic accident,2025-09-12
V353,Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident,2025-09-12
V354,Person injured while boarding or alighting,2025-09-12
V355,Driver injured in traffic accident,2025-09-12
V356,Passenger injured in traffic accident,2025-09-12
V357,Person on outside of vehicle injured in traffic accident,2025-09-12
V359,Unspecified occupant of three-wheeled motor vehicle injured in traffic accident,2025-09-12
V36,,2025-09-12
V360,Driver injured in nontraffic accident,2025-09-12
V361,Passenger injured in nontraffic accident,2025-09-12
V362,Person on outside of vehicle injured in nontraffic accident,2025-09-12
